,y_test,y_hat,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
579,1,1,0.39,0.55,2,159,3,0,1,0,technical,high
5893,0,0,0.69,0.65,4,136,2,0,0,0,sales,medium
3193,0,0,0.49,0.58,5,186,2,0,0,0,IT,high
10170,0,0,0.8,0.6,3,212,3,0,0,0,sales,high
6776,0,0,0.55,0.71,3,211,2,0,0,0,management,low
11559,0,0,0.74,0.78,4,194,8,0,0,0,sales,medium
11705,0,0,0.2,0.53,5,272,5,0,0,0,product_mng,low
9853,0,0,0.74,0.85,3,176,3,0,0,0,management,medium
11353,0,0,0.36,0.73,2,111,2,0,0,0,sales,low
9076,0,0,0.87,0.59,4,202,3,0,0,0,IT,medium
2568,0,0,0.21,0.9,4,271,6,0,0,0,support,high
2757,0,0,0.5,0.68,4,161,3,0,0,0,sales,medium
5062,0,0,0.8,0.78,4,234,3,0,0,0,sales,medium
7630,0,0,0.55,0.89,4,209,3,0,0,0,RandD,low
787,1,1,0.39,0.46,2,156,3,0,1,0,sales,low
2778,0,0,0.55,0.9,4,199,3,0,0,0,accounting,low
14442,1,1,0.92,0.99,5,255,6,0,1,0,sales,low
7627,0,0,0.58,0.86,3,182,3,0,0,0,RandD,low
2147,0,0,0.65,0.64,3,223,4,0,0,0,sales,low
5191,0,0,0.52,0.96,4,246,3,0,0,0,support,low
11888,0,0,0.7,0.54,3,194,2,1,0,0,IT,low
12739,1,1,0.11,0.85,7,275,4,0,1,0,support,medium
5227,0,0,0.64,0.65,3,181,2,0,0,0,technical,high
3322,0,0,1.0,0.88,4,191,4,0,0,0,technical,low
870,1,1,0.39,0.56,2,126,3,0,1,0,hr,low
14557,1,1,0.81,1.0,4,253,5,0,1,0,technical,low
11121,0,0,0.53,0.91,5,181,3,0,0,0,sales,low
11447,0,0,0.52,0.52,4,168,3,0,0,0,product_mng,medium
10513,0,0,0.66,0.9,4,268,3,0,0,0,technical,medium
8049,0,0,0.58,0.55,3,178,5,0,0,0,technical,low
7358,0,0,0.98,0.62,3,203,2,0,0,0,accounting,medium
2020,0,0,0.79,0.97,5,266,2,0,0,0,technical,medium
13153,0,0,0.16,0.82,6,202,4,1,0,1,sales,medium
4638,0,0,0.97,0.75,3,241,2,0,0,0,technical,low
13135,0,0,0.92,0.67,2,252,2,0,0,0,sales,low
1597,1,1,0.83,0.95,5,230,5,0,1,0,IT,medium
6279,0,0,0.23,0.97,4,200,3,0,0,0,sales,low
206,1,1,0.77,0.99,5,228,5,0,1,0,support,low
12085,1,1,0.11,0.87,6,305,4,0,1,0,marketing,low
9438,0,0,0.65,0.85,4,233,2,0,0,0,support,low
4735,0,0,0.24,0.65,6,275,5,1,0,1,support,medium
2227,0,0,0.61,0.95,4,174,4,0,0,0,sales,low
1837,1,1,0.1,0.79,6,275,4,0,1,0,management,low
1164,1,1,0.11,0.93,7,288,4,0,1,0,sales,high
4637,0,0,0.62,0.64,4,142,2,0,0,0,technical,low
2572,0,0,0.67,0.65,5,156,2,0,0,0,support,medium
10041,0,0,0.82,0.82,5,267,2,0,0,0,technical,medium
481,1,1,0.1,0.79,6,274,4,0,1,0,sales,low
3851,0,0,0.26,0.9,4,266,5,0,0,0,technical,medium
10389,0,0,0.5,0.76,3,174,3,0,0,0,sales,medium
4148,0,0,0.9,0.96,2,258,2,0,0,0,sales,low
1787,1,1,0.45,0.57,2,138,3,0,1,0,hr,medium
7446,0,0,0.74,0.95,3,157,4,0,0,0,technical,medium
13216,0,0,0.19,0.83,5,280,4,0,0,0,RandD,low
3605,0,0,0.73,0.81,4,245,2,0,0,0,sales,low
9657,0,0,0.58,0.49,2,107,3,0,0,0,technical,medium
55,1,1,0.37,0.46,2,140,3,0,1,0,support,low
12450,1,1,0.81,0.9,4,226,5,0,1,0,product_mng,medium
9665,0,0,0.97,0.49,3,199,2,0,0,0,support,medium
14818,1,1,0.11,0.88,5,250,4,0,1,0,RandD,medium
3093,0,0,0.81,0.79,5,135,3,0,0,0,technical,low
2611,0,0,0.98,0.53,3,234,3,0,0,0,sales,medium
11180,0,0,0.92,0.93,4,225,2,0,0,1,RandD,medium
13551,0,0,0.77,0.54,4,139,3,1,0,0,IT,low
14042,0,0,0.81,0.81,4,212,2,1,0,0,sales,medium
10498,0,0,0.98,0.56,5,188,3,0,0,0,technical,low
10727,0,0,0.97,0.93,3,153,2,0,0,0,technical,low
1628,1,1,0.4,0.54,2,156,3,0,1,0,sales,medium
10954,0,0,0.16,0.94,4,261,6,0,0,0,technical,low
5312,0,0,0.8,0.79,5,240,2,0,0,0,support,low
9815,0,0,1.0,0.58,4,229,2,1,0,0,technical,medium
1903,1,1,0.85,0.87,4,273,5,0,1,0,RandD,medium
9941,0,0,0.96,0.72,3,157,3,0,0,0,sales,medium
1349,1,1,0.87,0.85,5,221,6,0,1,0,support,medium
14218,1,1,0.92,0.85,5,259,5,0,1,0,sales,low
12344,1,1,0.37,0.52,2,155,3,0,1,0,technical,medium
7783,0,0,0.88,0.92,3,179,3,0,0,0,RandD,low
14885,1,1,0.45,0.53,2,159,3,0,1,0,sales,low
2297,0,0,0.98,0.74,3,164,3,0,0,0,sales,medium
13262,0,0,0.51,0.56,4,198,2,1,0,0,technical,medium
1542,1,1,0.44,0.52,2,128,3,0,1,0,sales,medium
11543,0,0,0.96,0.48,4,198,7,0,0,0,sales,medium
5729,0,0,0.78,0.67,4,221,3,1,0,0,support,low
10869,0,0,0.87,0.71,4,157,2,0,0,0,hr,medium
10601,0,0,0.85,0.99,3,208,2,0,0,0,product_mng,low
8663,0,0,0.44,0.58,4,152,3,0,0,0,technical,low
11919,0,0,0.66,0.49,5,235,8,1,0,0,sales,low
6038,0,0,0.53,0.62,3,185,3,0,0,0,marketing,medium
10472,0,0,0.71,1.0,5,210,3,0,0,0,sales,medium
8814,0,0,0.2,0.59,5,105,4,0,0,0,technical,high
13543,0,0,0.73,0.49,4,243,2,0,0,0,technical,low
14186,0,0,0.59,0.77,3,272,8,0,0,0,management,high
4170,0,0,0.92,0.46,5,195,5,0,0,0,support,low
12037,1,1,0.45,0.5,2,126,3,0,1,0,technical,low
4147,0,0,0.82,0.88,4,149,2,0,0,0,sales,low
12041,1,1,0.45,0.48,2,158,3,0,1,0,technical,low
12756,1,1,0.77,0.92,5,235,5,0,1,0,IT,low
798,1,1,0.11,0.93,6,253,4,1,1,0,technical,low
272,1,1,0.81,0.93,5,270,5,0,1,0,technical,medium
3907,0,0,1.0,0.81,5,243,3,0,0,0,sales,low
3772,0,0,0.6,0.81,2,214,3,0,0,0,hr,high
6792,0,0,0.89,0.66,3,272,3,0,0,0,RandD,medium
4485,0,0,0.88,0.59,4,142,3,0,0,0,technical,low
8378,0,0,0.59,0.69,4,207,2,0,0,0,technical,medium
11093,0,0,0.45,0.63,5,111,5,0,0,0,management,medium
1023,1,1,0.42,0.57,2,159,3,0,1,0,hr,low
3892,0,0,0.85,0.82,3,153,3,1,0,0,sales,low
2992,0,0,0.86,0.58,4,211,4,0,0,0,sales,medium
2830,0,0,0.84,0.92,4,274,3,0,0,0,management,medium
1020,1,1,0.74,0.87,5,258,5,0,1,0,accounting,low
14354,1,1,0.37,0.47,2,152,3,0,1,0,product_mng,low
648,1,1,0.45,0.54,2,129,3,0,1,0,technical,medium
6435,0,0,0.99,0.66,3,202,3,0,0,0,sales,medium
5812,0,0,0.44,0.99,5,119,2,0,0,0,sales,low
3351,0,0,0.62,0.52,5,256,4,0,0,0,product_mng,medium
9838,0,0,1.0,0.61,3,188,4,0,0,0,product_mng,low
3072,0,0,0.15,0.85,3,199,2,0,0,0,sales,medium
3862,0,0,0.69,0.89,5,201,2,0,0,0,support,low
12949,0,0,0.68,0.84,3,270,3,0,0,0,support,high
6535,0,0,0.74,0.68,3,206,2,1,0,0,support,medium
4424,0,0,0.88,0.71,4,250,3,0,0,0,RandD,medium
7690,0,0,0.77,0.71,5,233,2,0,0,0,technical,low
3372,0,0,0.97,0.52,4,231,3,0,0,0,sales,low
9857,0,0,0.54,0.87,4,163,3,0,0,0,sales,medium
3323,0,0,0.84,0.51,4,173,2,0,0,0,technical,low
10864,0,0,0.79,0.65,5,215,2,1,0,0,sales,medium
14391,1,1,0.4,0.47,2,146,3,0,1,0,sales,medium
1538,1,1,0.41,0.54,2,135,3,0,1,0,sales,low
7803,0,0,0.42,0.67,2,115,3,0,0,0,sales,high
2803,0,0,0.74,0.51,4,185,2,1,0,0,support,low
7406,0,0,0.92,0.84,3,164,2,0,0,0,accounting,medium
1914,1,1,0.39,0.68,2,282,5,0,1,0,marketing,low
5446,0,0,0.96,0.59,4,108,6,0,0,0,sales,low
5379,0,0,0.5,0.7,5,264,2,0,0,0,technical,low
3765,0,0,0.94,0.57,4,251,2,1,0,0,sales,medium
8010,0,0,0.35,0.67,2,116,3,0,0,0,RandD,low
5095,0,0,0.73,0.87,4,155,3,1,0,0,technical,high
3617,0,0,0.23,0.64,5,150,5,0,0,0,hr,medium
4345,0,0,0.79,0.49,5,210,3,0,0,0,IT,medium
4267,0,0,0.64,0.89,3,175,3,1,0,0,product_mng,high
11974,0,0,0.82,0.58,5,263,8,0,0,0,IT,medium
4074,0,0,0.68,0.81,5,266,2,0,0,0,accounting,medium
13191,0,0,0.77,0.59,4,273,2,0,0,0,IT,high
5141,0,0,0.98,0.73,5,185,3,0,0,0,accounting,medium
12327,1,1,0.88,0.99,5,262,6,0,1,0,sales,low
13324,0,0,0.75,0.51,2,215,2,1,0,0,sales,low
13021,0,0,0.68,0.76,3,260,4,0,0,0,support,low
2370,0,0,0.12,0.55,5,242,4,0,0,0,marketing,medium
534,1,1,0.75,0.85,5,240,6,1,1,0,marketing,medium
13775,0,0,0.66,0.5,3,139,10,1,0,0,sales,low
1789,1,1,0.41,0.46,2,150,3,1,1,0,hr,low
8219,0,0,0.9,0.83,3,273,4,0,0,0,support,medium
4781,0,0,0.72,0.7,3,149,3,0,0,0,support,medium
2494,0,0,0.94,0.91,3,163,3,0,0,0,support,medium
3018,0,0,0.65,0.89,3,151,2,0,0,0,technical,low
3211,0,0,0.58,0.9,4,175,3,1,0,0,management,low
10015,0,0,0.75,0.95,3,268,3,1,0,0,sales,low
3069,0,0,0.98,0.57,3,198,3,0,0,0,sales,medium
1799,1,1,0.38,0.5,2,145,3,0,1,0,technical,low
1749,1,1,0.09,0.91,6,243,4,0,1,0,product_mng,high
2143,0,0,0.88,0.68,5,157,4,1,0,0,marketing,medium
12698,1,1,0.43,0.48,2,135,3,0,1,0,sales,medium
8087,0,0,0.58,0.83,3,226,3,0,0,0,RandD,low
11374,0,0,0.98,0.89,4,218,2,0,0,0,sales,medium
6950,0,0,0.74,0.61,3,231,2,0,0,0,support,medium
5321,0,0,0.83,0.61,5,246,3,0,0,0,support,medium
11235,0,0,0.65,0.62,4,258,2,0,0,0,support,high
2288,0,0,0.47,0.9,3,101,2,1,0,0,marketing,medium
3948,0,0,0.76,0.44,4,192,4,1,0,0,technical,low
9835,0,0,0.51,0.85,2,248,4,0,0,0,IT,high
5989,0,0,0.43,0.46,4,169,5,0,0,0,technical,high
8982,0,0,0.47,0.44,5,255,5,1,0,0,support,low
12519,1,1,0.39,0.51,2,129,3,0,1,0,IT,low
2618,0,0,0.6,0.85,3,172,2,0,0,0,sales,low
6555,0,0,0.19,0.8,5,203,6,0,0,0,product_mng,medium
5122,0,0,0.67,0.71,5,265,2,0,0,1,sales,medium
557,1,1,0.43,0.57,2,157,3,0,1,0,sales,low
10117,0,0,0.35,0.71,6,204,4,1,0,0,technical,medium
4803,0,0,0.27,0.69,2,177,5,0,0,0,RandD,low
2269,0,0,0.72,0.79,5,260,2,0,0,0,technical,low
11998,0,0,0.33,0.65,3,172,10,0,0,1,marketing,high
1173,1,1,0.11,0.91,6,272,4,0,1,0,accounting,low
2722,0,0,0.17,0.56,5,218,4,1,0,0,support,medium
8904,0,0,0.94,0.49,2,250,5,0,0,0,support,low
11881,0,0,0.66,0.66,4,273,4,1,0,0,IT,low
5449,0,0,0.54,0.51,3,265,3,0,0,0,accounting,low
5587,0,0,0.75,0.54,6,138,4,1,0,0,sales,medium
2375,0,0,0.72,0.51,3,160,3,0,0,0,sales,medium
4744,0,0,0.61,0.68,4,244,3,0,0,0,sales,low
3359,0,0,0.78,0.96,4,111,2,0,0,0,sales,high
4556,0,0,0.23,0.67,4,163,5,0,0,1,support,low
6399,0,0,0.75,0.55,3,253,6,0,0,0,IT,medium
14370,1,1,0.45,0.45,2,132,3,0,1,0,marketing,low
6579,0,0,0.72,0.63,4,207,3,0,0,0,sales,low
7304,0,0,0.78,0.78,3,252,3,0,0,0,support,medium
9093,0,0,0.9,0.97,3,141,3,0,0,0,sales,low
4377,0,0,0.75,0.53,3,222,2,0,0,0,sales,low
9537,0,0,0.93,0.98,4,189,3,0,0,0,RandD,medium
9800,0,0,0.91,0.78,4,169,4,0,0,0,accounting,low
6263,0,1,0.9,0.87,4,231,5,0,0,0,management,low
921,1,1,0.4,0.48,2,138,3,0,1,0,marketing,medium
9345,0,0,0.78,0.66,4,156,3,1,0,0,technical,low
6265,0,0,0.99,0.55,4,179,4,0,0,0,marketing,low
11867,0,0,0.56,0.59,3,223,3,0,0,0,support,medium
1821,1,1,0.11,0.88,6,294,4,0,1,0,IT,medium
9735,0,0,0.22,0.85,6,172,6,1,0,0,technical,medium
4011,0,0,0.8,0.79,3,217,3,0,0,0,technical,low
10502,0,0,0.58,0.91,5,185,2,0,0,0,support,low
1453,1,0,0.63,0.83,6,242,5,0,1,0,accounting,low
10672,0,0,0.87,0.97,4,243,3,0,0,0,IT,high
3261,0,0,1.0,0.87,4,129,5,0,0,0,support,medium
7152,0,0,0.32,0.66,3,144,2,0,0,0,support,low
10599,0,0,0.97,0.52,4,207,3,0,0,0,product_mng,low
3810,0,0,0.19,0.8,6,143,4,0,0,0,RandD,medium
14594,1,1,0.38,0.51,2,159,3,0,1,0,sales,medium
825,1,1,0.11,0.86,6,308,4,0,1,0,IT,low
6789,0,0,0.63,0.81,4,265,2,0,0,0,RandD,medium
9208,0,0,0.8,0.97,4,220,3,0,0,0,support,low
45,1,1,0.84,0.74,3,182,4,0,1,0,technical,low
9893,0,0,0.85,0.65,4,162,2,0,0,0,technical,medium
14575,1,1,0.4,0.5,2,141,3,1,1,0,technical,low
4606,0,0,0.82,0.68,3,140,2,0,0,0,sales,low
2109,0,0,0.98,0.92,4,201,3,1,0,0,support,low
14988,1,1,0.46,0.55,2,145,3,0,1,0,technical,low
9120,0,0,0.76,0.71,6,168,2,0,0,0,technical,high
12960,0,0,0.96,0.7,3,207,3,0,0,0,IT,high
12287,1,1,0.11,0.79,6,292,4,0,1,1,technical,low
12857,0,0,0.53,0.8,4,241,3,1,0,0,technical,low
388,1,1,0.45,0.5,2,157,3,0,1,0,marketing,medium
10822,0,0,0.68,0.66,4,229,3,0,0,0,IT,medium
130,1,1,0.1,0.83,6,292,4,0,1,0,support,low
14784,1,1,0.36,0.47,2,148,3,0,1,0,technical,medium
218,1,1,0.43,0.53,2,131,3,0,1,0,IT,low
8536,0,0,0.53,0.59,3,148,3,0,0,0,IT,medium
12096,1,1,0.1,0.77,6,265,4,0,1,0,sales,low
10022,0,0,0.98,0.53,4,214,2,0,0,0,sales,low
2716,0,0,0.6,0.87,4,227,3,1,0,0,technical,medium
9539,0,0,0.97,0.76,3,193,3,0,0,0,RandD,medium
2303,0,0,0.58,0.69,4,223,4,0,0,0,sales,low
1880,1,1,0.76,0.87,5,262,5,0,1,0,support,low
952,1,1,0.09,0.94,6,308,4,0,1,0,technical,low
7092,0,0,0.29,0.95,5,117,4,0,0,0,product_mng,low
4459,0,0,0.69,0.82,4,273,4,0,0,0,hr,medium
8489,0,0,0.25,0.98,6,287,5,1,0,0,sales,low
14681,1,1,0.1,0.85,6,260,4,0,1,0,sales,low
11174,0,0,0.61,0.97,6,286,4,0,0,0,product_mng,medium
6836,0,0,0.67,0.81,5,175,6,1,0,0,technical,medium
6210,0,0,0.98,0.96,5,183,3,1,0,0,accounting,medium
2896,0,0,0.6,0.99,3,187,2,0,0,0,RandD,low
8621,0,0,0.59,0.74,5,165,2,0,0,0,RandD,medium
6117,0,0,0.9,0.6,3,268,3,0,0,0,sales,low
4912,0,0,0.66,0.63,5,264,5,0,0,0,accounting,low
3124,0,0,0.48,0.37,3,181,2,0,0,0,IT,low
4523,0,0,0.69,0.8,5,215,3,0,0,0,sales,low
7728,0,0,0.73,0.51,3,244,2,0,0,0,sales,medium
9650,0,0,0.58,0.79,4,196,3,1,0,0,hr,low
3789,0,0,0.99,0.62,4,140,2,1,0,0,support,low
7211,0,0,0.78,0.63,3,202,2,0,0,0,technical,low
3200,0,0,0.57,0.73,3,146,3,0,0,0,IT,high
5289,0,0,0.8,0.85,3,135,2,0,0,0,sales,medium
12634,1,1,0.82,0.92,5,225,5,0,1,0,sales,low
11143,0,0,0.33,0.64,2,274,3,1,0,0,technical,high
7781,0,0,0.89,0.84,5,168,2,0,0,0,RandD,low
9697,0,0,0.88,0.96,5,173,4,0,0,0,accounting,medium
12826,0,0,0.54,0.93,4,184,2,1,0,0,marketing,medium
5440,0,0,0.52,0.98,4,148,3,0,0,0,sales,low
11760,0,0,0.32,0.48,4,117,10,0,0,1,marketing,medium
6597,0,0,0.9,0.97,4,239,4,0,0,0,technical,medium
7605,0,0,0.96,0.95,3,236,2,0,0,0,support,medium
7224,0,0,0.89,0.73,3,169,3,0,0,0,support,high
6542,0,0,0.71,0.6,2,251,3,0,0,0,support,low
3530,0,0,0.71,0.77,4,192,4,0,0,0,sales,medium
2979,0,0,0.67,0.61,4,140,2,0,0,0,sales,low
13724,0,0,0.98,0.49,3,199,10,0,0,0,technical,medium
11033,0,0,0.75,0.61,3,263,3,0,0,0,sales,low
4869,0,0,0.71,0.54,4,198,3,0,0,0,IT,low
7902,0,0,0.64,0.78,5,200,3,0,0,0,technical,medium
12776,1,1,0.1,0.97,6,254,5,0,1,0,sales,medium
5276,0,0,0.86,0.81,4,179,3,0,0,0,sales,medium
2937,0,0,0.91,0.7,4,196,2,0,0,0,technical,low
4436,0,0,0.83,0.57,3,137,2,0,0,0,marketing,medium
11643,0,0,0.2,0.68,5,167,7,0,0,0,marketing,medium
3616,0,0,0.7,0.67,4,181,3,0,0,0,accounting,medium
11195,0,0,0.47,0.79,3,284,10,0,0,0,sales,low
10356,0,0,0.99,0.73,3,181,2,0,0,0,support,medium
9385,0,0,0.23,0.56,5,169,5,0,0,0,RandD,medium
11162,0,0,0.78,0.89,4,137,3,0,0,0,IT,medium
12774,1,1,0.38,0.5,2,152,3,0,1,0,sales,high
6217,0,0,0.8,0.55,3,206,2,0,0,0,technical,low
12479,1,1,0.11,0.96,7,277,5,0,1,0,sales,low
11175,0,0,0.57,0.39,4,132,3,0,0,0,product_mng,high
11222,0,0,0.97,0.84,4,177,6,0,0,0,technical,low
3061,0,0,0.48,0.39,4,272,3,0,0,0,marketing,low
8187,0,0,0.51,0.66,4,182,2,0,0,0,sales,medium
5831,0,0,0.28,0.46,4,260,2,0,0,0,accounting,medium
4558,0,0,0.8,0.83,4,183,2,1,0,1,support,low
3848,0,0,0.63,1.0,5,244,2,0,0,0,hr,medium
1125,1,1,0.39,0.57,2,158,3,0,1,0,technical,high
6271,0,0,0.48,0.98,5,132,4,0,0,0,sales,low
13942,0,0,0.77,0.82,4,134,3,0,0,1,sales,low
5148,0,0,0.55,0.62,5,197,2,0,0,0,technical,low
14053,0,0,0.68,0.75,4,258,3,0,0,0,management,high
13410,0,0,0.84,0.85,4,207,10,0,0,0,sales,low
2195,0,0,0.98,0.58,4,136,3,0,0,0,technical,low
14833,1,1,0.1,0.55,2,247,4,0,1,0,sales,medium
11126,0,0,0.25,0.9,6,229,8,0,0,0,sales,medium
9433,0,0,0.49,0.77,3,147,3,0,0,0,support,low
10058,0,0,0.84,0.75,2,168,2,0,0,0,technical,low
8099,0,0,0.34,0.59,2,164,2,0,0,0,sales,low
14424,1,1,0.45,0.46,2,153,3,0,1,0,management,low
12747,1,1,0.43,0.51,2,130,3,0,1,0,IT,low
10012,0,0,0.86,0.93,3,199,3,1,0,0,sales,medium
2680,0,0,0.6,0.62,4,135,2,1,0,0,sales,medium
4269,0,0,0.21,0.72,3,245,6,0,0,0,IT,high
10324,0,0,1.0,0.83,4,280,4,1,0,0,sales,low
2372,0,0,0.71,0.74,3,163,3,1,0,0,marketing,medium
10161,0,0,0.86,0.9,3,158,2,0,0,0,sales,medium
7019,0,0,0.81,0.81,4,177,3,0,0,0,RandD,medium
8750,0,0,0.38,0.55,2,215,6,0,0,0,support,medium
4167,0,0,0.15,0.94,5,244,6,0,0,0,technical,high
3335,0,0,0.74,0.85,5,135,2,0,0,0,support,low
13013,0,0,0.16,0.76,4,223,4,0,0,0,technical,low
10270,0,0,0.7,0.6,3,266,2,0,0,0,technical,high
8682,0,0,0.33,0.51,2,166,3,0,0,0,support,medium
10659,0,0,0.92,0.68,5,177,4,0,0,0,support,medium
2293,0,0,0.75,0.77,4,136,3,0,0,0,management,medium
10129,0,0,0.54,0.95,4,149,3,0,0,0,support,low
10123,0,0,0.81,0.79,4,222,3,0,0,0,support,medium
13587,0,0,0.95,0.52,3,183,2,1,0,0,sales,low
796,1,1,0.45,0.49,2,151,3,0,1,0,hr,low
13850,0,0,0.7,0.84,3,260,4,1,0,0,support,medium
9557,0,0,0.78,0.57,5,114,4,0,0,0,sales,low
2648,0,0,0.54,0.75,3,240,3,0,0,0,support,medium
3150,0,0,0.88,0.74,5,245,2,0,0,0,sales,medium
9957,0,0,0.58,0.43,3,224,6,0,0,0,hr,low
1192,1,1,0.44,0.51,2,129,3,0,1,0,support,medium
10062,0,0,0.82,0.89,5,182,3,0,0,0,IT,low
13137,0,0,0.77,0.85,4,189,2,0,0,0,sales,low
10852,0,0,0.84,0.54,3,245,3,0,0,0,sales,low
8202,0,0,0.95,0.87,4,135,3,0,0,0,technical,low
9174,0,0,0.62,0.75,4,183,4,1,0,0,sales,low
529,1,1,0.39,0.57,2,145,3,0,1,0,accounting,medium
3199,0,0,0.18,0.52,5,185,6,0,0,0,product_mng,high
13915,0,0,0.94,0.67,4,191,3,1,0,0,product_mng,high
729,1,1,0.09,0.83,6,282,4,0,1,0,technical,medium
3753,0,0,0.48,0.76,5,236,2,0,0,0,sales,low
3985,0,0,0.55,0.64,3,138,3,1,0,0,sales,low
2556,0,0,0.63,0.91,4,246,3,0,0,0,technical,medium
1240,1,1,0.43,0.51,2,132,3,0,1,0,sales,medium
5727,0,0,0.83,0.64,2,192,2,0,0,0,sales,low
6549,0,0,0.92,0.91,4,247,3,0,0,0,IT,low
7179,0,0,0.7,0.5,6,214,5,0,0,0,support,medium
951,1,1,0.36,0.52,2,157,3,0,1,0,technical,low
5917,0,0,0.53,0.71,4,227,3,0,0,0,technical,low
757,1,1,0.38,0.55,2,151,3,0,1,0,sales,low
8182,0,0,0.89,0.77,4,269,4,0,0,0,sales,medium
13465,0,0,0.24,0.94,6,144,4,0,0,0,product_mng,low
7240,0,0,0.2,0.76,5,188,3,0,0,0,IT,low
11305,0,0,0.97,0.62,6,118,2,0,0,0,accounting,low
14068,0,0,0.79,0.62,5,167,3,0,0,0,sales,low
8321,0,0,0.78,0.53,3,152,2,0,0,0,marketing,low
5636,0,0,0.98,0.92,4,175,2,0,0,0,IT,medium
13305,0,0,0.51,0.63,4,198,2,0,0,0,management,medium
1390,1,1,0.11,0.79,6,244,4,1,1,0,sales,medium
14934,1,1,0.44,0.53,2,155,3,0,1,0,product_mng,medium
13826,0,0,0.87,0.89,4,225,8,0,0,0,marketing,low
10497,0,0,0.74,0.93,6,225,4,0,0,0,technical,low
1785,1,1,0.09,0.96,7,264,4,0,1,0,accounting,medium
14025,0,0,0.53,0.47,6,106,6,0,0,0,management,high
8366,0,0,0.63,0.84,4,181,3,0,0,0,technical,medium
11789,0,0,0.72,0.99,4,239,3,0,0,0,marketing,medium
140,1,1,0.09,0.96,6,245,4,0,1,0,IT,low
3146,0,0,0.76,0.74,3,183,3,0,0,0,sales,medium
11371,0,0,0.94,0.59,3,151,2,0,0,0,sales,low
6328,0,0,0.6,0.76,5,269,2,0,0,0,IT,medium
1606,1,0,0.89,0.48,3,178,5,0,1,0,accounting,low
13725,0,0,0.39,0.52,2,102,8,0,0,0,technical,medium
6609,0,0,0.79,0.56,4,132,3,0,0,0,support,medium
8674,0,0,0.64,0.72,4,254,3,0,0,0,support,low
8017,0,0,0.64,0.69,4,232,3,0,0,0,technical,high
4132,0,0,0.98,0.8,2,201,2,0,0,0,sales,high
4355,0,0,0.76,0.99,3,164,2,0,0,0,support,medium
13150,0,0,0.52,0.63,3,233,3,0,0,1,sales,medium
8739,0,0,0.69,0.82,4,137,2,1,0,0,technical,low
13968,0,0,0.73,0.78,3,262,7,1,0,1,management,high
1548,1,1,0.9,0.99,4,259,6,0,1,0,sales,medium
7983,0,0,0.68,0.92,4,209,6,0,0,0,support,low
12324,1,1,0.37,0.45,2,131,3,0,1,0,sales,low
14088,0,0,0.33,0.41,2,198,4,0,0,0,technical,medium
11342,0,0,0.59,0.64,5,123,2,0,0,0,product_mng,low
7861,0,0,0.92,0.67,3,149,3,0,0,0,sales,low
8053,0,0,0.93,0.59,3,233,3,0,0,0,technical,low
4007,0,0,0.74,0.71,4,133,2,0,0,0,technical,medium
14368,1,1,0.11,0.92,6,305,4,0,1,0,technical,low
10979,0,0,0.97,0.63,5,258,2,0,0,0,IT,medium
748,1,1,0.4,0.5,2,127,3,0,1,0,IT,low
4526,0,0,0.92,0.61,2,228,2,0,0,0,sales,low
12537,1,1,0.45,0.45,2,154,3,1,1,0,support,medium
14195,0,0,0.52,0.61,4,187,4,1,0,0,sales,medium
2644,0,0,0.68,0.51,3,259,3,0,0,0,support,medium
14724,1,1,0.11,0.89,6,293,4,0,1,0,support,low
10321,0,0,0.89,0.67,3,269,3,0,0,0,sales,medium
11139,0,0,0.74,1.0,4,192,4,0,0,0,technical,high
2250,0,0,0.16,0.9,5,258,3,0,0,0,technical,medium
6735,0,0,0.25,0.59,4,166,5,0,0,0,sales,low
1112,1,1,0.09,0.82,6,251,4,0,1,0,support,low
11439,0,0,0.77,0.99,4,260,3,0,0,0,sales,medium
4693,0,0,0.72,0.74,3,243,2,0,0,0,technical,high
5109,0,0,0.62,0.99,4,171,3,0,0,0,RandD,medium
1313,1,1,0.72,0.85,5,246,5,0,1,0,sales,medium
6877,0,0,0.74,0.94,4,255,4,0,0,0,marketing,medium
9903,0,0,0.73,0.87,4,263,2,0,0,0,support,low
11283,0,0,0.66,0.85,3,178,8,1,0,0,marketing,medium
6194,0,0,0.67,0.72,3,180,3,0,0,0,sales,low
8918,0,0,0.78,0.96,3,248,3,0,0,0,IT,medium
11325,0,0,0.53,0.37,3,180,3,0,0,0,support,medium
14262,1,1,0.44,0.55,2,135,3,0,1,0,support,low
3309,0,0,0.41,0.87,6,262,6,0,0,0,sales,high
10919,0,0,0.54,0.44,3,153,2,0,0,0,technical,low
7134,0,0,0.86,0.88,4,274,3,0,0,0,hr,medium
7637,0,0,0.87,0.98,4,238,3,1,0,0,management,low
2153,0,0,0.8,0.83,3,163,3,0,0,0,sales,low
12019,1,1,0.76,0.89,5,262,5,0,1,0,sales,low
5758,0,0,0.71,0.76,3,246,3,0,0,0,hr,low
3006,0,0,0.84,0.85,3,153,4,0,0,0,accounting,low
2657,0,0,0.55,0.76,4,233,4,0,0,0,IT,low
9341,0,0,0.57,0.99,3,231,3,0,0,0,hr,low
3316,0,0,0.68,0.89,3,241,3,0,0,0,hr,low
8421,0,0,0.61,0.56,2,123,2,0,0,0,sales,medium
